cust,segment,vertical,sub_vertical,country,bookings,purchase
2b224074ac1465bdcdb716aa81634f1a,Enterprise,Wholesale/Distribution,Wholesale/Distribution,UNITED KINGDOM,9464,TRUE
5811b444943c4203af61d9bd108725ce,Enterprise,Manufacturing,Consumer Products Manufacturing,UNITED KINGDOM,1942,FALSE
384746b9b10ba923c4b2e16793ff305f,Enterprise,Manufacturing,Discrete Manufacturing,UNITED STATES,84875,FALSE
5dfa164dfa20e17f3a348192d0887a38,Enterprise,Professional Services,Real Estate,INDIA,29826,TRUE
d84979cfdc42de4db639e77139bcb287,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",FRANCE,152178,TRUE
e967bfddb457ef1e10ef2e93c120bf48,Commercial,Health Care,Providers,UNITED STATES,12398,FALSE
536cd63ad84305bc23ad7270169a727e,Commercial,Professional Services,Real Estate,CHINA,40155,TRUE
d4054abe0f7e231009e71beb95dd7fa7,Commercial,Retail,Other (Retail),UNITED STATES,150632,FALSE
08edaab08be66f93630b7a80e5e66f8e,Enterprise,Manufacturing,Consumer Products Manufacturing,UNITED STATES,77986,FALSE
c4ed3961ca444997926144f7105dea76,Commercial,Manufacturing,Discrete Manufacturing,UNITED STATES,4729,TRUE
1b95df1a50c7396d325ddcae4104394f,Commercial,Manufacturing,Discrete Manufacturing,UNITED STATES,41141,FALSE
31aecc00d84a8cf88ad57ba8d6d56031,Enterprise,Manufacturing,Consumer Products Manufacturing,CANADA,38508,TRUE
84c5884dabd5981365c356a8685e88e3,Enterprise,Manufacturing,Discrete Manufacturing,UNITED STATES,130502,FALSE
6459cc2a3700f8ffe9616baed2ee9a82,Commercial,Professional Services,Consulting Non-Technical,UNITED STATES,10247,TRUE
78a699147c50e93ce96bd6ef65d8df58,Enterprise,Government,Federal/Central Government,UNITED STATES,4245,FALSE
1048568e0ee70626b0a2e011ee58ec98,Enterprise,Technical Services,Other (Technical Services),UNITED STATES,101756,TRUE
ecdd90782eefdcae7b17c3fe18a4203f,Enterprise,Retail,Other (Retail),GERMANY,606844,FALSE
6433ce9d0f75c1180c0683794030e782,Enterprise,Professional Services,Consulting Non-Technical,GERMANY,16994,FALSE
bd866a6b777f2940aca9fd3c37f4ec3b,Enterprise,Government,Federal/Central Government,CHINA,1409,FALSE
3ad664d8a0fda280e67abe5b57ffec76,Enterprise,Health Care,Providers,UNITED STATES,14009,TRUE
7c49ffc3f09aeaefca692bc1fbafd04c,Enterprise,Retail,Other (Retail),UNITED STATES,3998,FALSE
2940062a9a13c8603b8443440018342b,Enterprise,Retail,Other (Retail),CANADA,8552,TRUE
bda49c477db06fddf7f8b24ac4d02ec9,Enterprise,Technical Services,Other (Technical Services),UNITED STATES,19374,FALSE
d8b0366c41ff95fe7469446afd28c5f1,Enterprise,Health Care,Providers,UNITED STATES,17645,FALSE
2e296fd77a19ce5699c87bc63fd82b31,Commercial,Retail,Other (Retail),UNITED KINGDOM,7948,TRUE
804dc40b951419ae1a4d8bcdda485174,Enterprise,Retail,Other (Retail),CANADA,1238,FALSE
27de5653001da6af9229161813fa5e47,Enterprise,Government,Federal/Central Government,CHINA,31259,FALSE
afeaf41a6aed41d18e5820597919fd90,Enterprise,Manufacturing,Discrete Manufacturing,INDIA,25574,FALSE
a52557607e1c99a443e08e905104f0a9,Commercial,Wholesale/Distribution,Wholesale/Distribution,BRAZIL,3083,FALSE
2bc5a551d0b5add40762eb2d50c0e350,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,9867,TRUE
73d7663772e415f31c4e8c42aaa452ee,Commercial,Professional Services,Construction/Engineering,UNITED STATES,1990,FALSE
f9e0279135648da19a8edaa145a68da5,Commercial,Professional Services,Membership organizations,UNITED STATES,13163,FALSE
2c8e2b2db8994eb003aa2cc0f042d6c2,Enterprise,Government,Federal/Central Government,CANADA,171466,FALSE
821a08d76215faf0ead4ba9f2cb5d18f,Enterprise,Professional Services,Other (Professional Services),INDIA,278222,FALSE
4d35ebcde66c1829a06c6f0bad7676b3,Commercial,Technical Services,Other (Technical Services),UNITED STATES,57953,TRUE
bcc5c1495ac61660711cd339d67e8949,Enterprise,Government,Federal/Central Government,CHINA,98611,TRUE
13e125eb3370ca928d398a2ef5f21734,Enterprise,Manufacturing,Consumer Products Manufacturing,UNITED STATES,1448,TRUE
a6c86b829871666690d9c2968ac06b8f,Enterprise,Manufacturing,Consumer Products Manufacturing,GERMANY,13975,FALSE
74f402be50d49913a354451ad7688ed1,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,UNITED KINGDOM,9926,TRUE
f661692acac529ad224d15ca571d0cc7,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,JAPAN,13712,TRUE
c7849be7eebb563a8840a51a8040c63a,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",GERMANY,11352,TRUE
2e8c70c11b40378ee71bebe3dbbd1a81,Enterprise,Health Care,Providers,UNITED STATES,21159,FALSE
826499a91632790fa73df25fefc017ff,Commercial,Professional Services,Real Estate,JAPAN,19778,FALSE
0c0e24ba3518d9fd2df8e11188b1f15d,Enterprise,Retail,Other (Retail),UNITED STATES,1298382,TRUE
68640309d35ecf650eb9eada0574ba2c,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",GERMANY,10264,FALSE
0b85305f249da712c9571ad68af1b39b,Commercial,Manufacturing,Discrete Manufacturing,UNITED STATES,95419,TRUE
e30d2d98254a114fa0be8d177d4c8002,Enterprise,Retail,Other (Retail),UNITED KINGDOM,798607,FALSE
723f555dfcdcf9c44599907195437130,Enterprise,Professional Services,Construction/Engineering,AUSTRALIA,82999,FALSE
084e2c47f0db42aca596f4f96cac5a3f,Enterprise,Manufacturing,Discrete Manufacturing,UNITED STATES,145542,FALSE
aca0948283d62c7be1f61b340f3f6103,Enterprise,Government,Federal/Central Government,UNITED STATES,25598,FALSE
4058edc7d6b2373081090d0df13964af,Enterprise,Professional Services,Other (Professional Services),FRANCE,91146,FALSE
4ce0c9fce7351e5197d8e01fa3b82706,Enterprise,Technical Services,Other (Technical Services),UNITED STATES,2631,TRUE
6a504214595501f90819692561709708,Enterprise,Technical Services,Other (Technical Services),JAPAN,2811,FALSE
5366b6e8d83886ef092ad1f5936eddb4,Commercial,Professional Services,Other (Professional Services),UNITED STATES,23545,FALSE
24d6fb51e698dbe59fd4f19571cb4547,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,8586,TRUE
be14d176df273b136db89890b4560bc7,Enterprise,Health Care,Providers,INDIA,2609,FALSE
f44b8ee2056a9ae5bac86588b92f6937,Enterprise,Professional Services,Real Estate,UNITED STATES,497243,TRUE
16dbfd0bce957401e192e0bffcf0c934,Enterprise,Wholesale/Distribution,Wholesale/Distribution,GERMANY,165947,FALSE
f0908249b6eaf44870b919946b7df1ae,Enterprise,Government,Federal/Central Government,UNITED STATES,35878,FALSE
3ad0efffb40d4f67641c1fd1f772adb0,Commercial,Manufacturing,Discrete Manufacturing,UNITED STATES,2053,FALSE
9c8b5c12fb9d9dc13723d2a425f54a5f,Enterprise,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,85931,FALSE
cf8cd95bddacbca2e97c018d1245c74c,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED KINGDOM,403459,TRUE
c826c7aa6eebc0916097ea12cec57716,Enterprise,Professional Services,Consulting Non-Technical,UNITED STATES,6230,FALSE
90ec73ff383ed70e380812813b4e96c3,Enterprise,Government,Federal/Central Government,UNITED STATES,59698,TRUE
c1ec5f3c1f68890a35737a863526d15c,Enterprise,Professional Services,Other (Professional Services),FRANCE,415108,FALSE
b6702aaebbfbd982cff6437f1a49460b,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED KINGDOM,88772,TRUE
a3fb22328eeb2e83917cadb9e8cf193f,Enterprise,Health Care,Providers,UNITED STATES,402137,FALSE
09ad131b833c5263e9d472f7bc40614b,Enterprise,Health Care,Providers,UNITED STATES,2132,TRUE
d1573969699948cfef9730b66c65c083,Enterprise,Retail,Other (Retail),UNITED STATES,1208,FALSE
55867383b352512f51d4e566deb7845a,Commercial,Retail,Other (Retail),UNITED STATES,28739,FALSE
ee3c3afc4d7ddcd3f6bdcb9a1228f582,Enterprise,Manufacturing,Discrete Manufacturing,GERMANY,131430,FALSE
773df5dea5a593f8bdfcb1983610b639,Commercial,Manufacturing,Discrete Manufacturing,GERMANY,12186,TRUE
a2353c53b02fd9092bc6e8c18438893f,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,428815,FALSE
86688515c7da1c1851a620b75f16fbd8,Commercial,Professional Services,Construction/Engineering,GERMANY,10468,TRUE
84d6393b619af59bea82fb3d64d53482,Commercial,Professional Services,Membership organizations,UNITED STATES,10637,TRUE
b89220672c725a6c2858e99e4210cb94,Enterprise,Government,Federal/Central Government,UNITED STATES,1139,FALSE
f6ce914cca0efbf8ef99b51cf8e3696d,Enterprise,Technical Services,Other (Technical Services),JAPAN,43989,TRUE
55c02204a061d3818780d549be0e57bd,Commercial,Technical Services,Other (Technical Services),UNITED STATES,97212,TRUE
0ecbcf8bf34c1ad96eec3b70abf15826,Enterprise,Professional Services,Other (Professional Services),UNITED STATES,7630,FALSE
d8643d1ead8fbab5c8860894cec06f82,Enterprise,Professional Services,Other (Professional Services),UNITED STATES,1660,FALSE
dbcb74858a75929b3b3bed5f98336b3e,Commercial,Technical Services,Other (Technical Services),INDIA,17676,FALSE
b8e67cc34bb28c13f9c9857e7c8de46e,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,19513,FALSE
3f7b113b9a788310974b2c2042f628bc,Enterprise,Health Care,Providers,UNITED STATES,10695,FALSE
289c65f3918b09bf7afa89073e01c03d,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,JAPAN,22921,TRUE
6f85bc1f769ce73eace27bebf19e128c,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,19982,FALSE
da2da0dae502364a94d3cbd9bf39077f,Commercial,Retail,"Consumer Services(dry cleaners,video rental,etc)",UNITED STATES,16244,FALSE
7910740c7c6e37caa327adede240da62,Enterprise,Government,Federal/Central Government,CHINA,2784,FALSE
290b8035582cc582a016ce1cb2ccbd62,Commercial,Health Care,Providers,UNITED STATES,23976,TRUE
9c5c81007f9231cfd667b536416ec23d,Enterprise,Retail,Other (Retail),CHINA,1696857,FALSE
cfcd8a2333c28f2865fa50946b1efb4f,Enterprise,Retail,Other (Retail),MEXICO,25913,TRUE
4f53e068b89ab586e954480a2d537e62,Enterprise,Government,Federal/Central Government,ITALY,31801,FALSE
ad2a8c471dce28fd006c5e4fb431cbd0,Enterprise,Manufacturing,Discrete Manufacturing,UNITED STATES,32238,FALSE
543e449de90869da8fc31b696ca234b9,Enterprise,Manufacturing,Consumer Products Manufacturing,GERMANY,1640,TRUE
77c3fadc0cbcb6b7e1e39d6aa84bc848,Enterprise,Manufacturing,Consumer Products Manufacturing,AUSTRALIA,4944,TRUE
618967647d084bef89fe525906c4631a,Enterprise,Professional Services,Consulting Non-Technical,MEXICO,2633,TRUE
4d2b735ca50597c933d409d75d90631d,Commercial,Professional Services,Membership organizations,GERMANY,48293,FALSE
d046e4722cf9e9edffbe4bd86a8f763c,Enterprise,Government,Federal/Central Government,UNITED STATES,359311,TRUE
f55d4a419af04de59a8704a2a34054d0,Commercial,Technical Services,Other (Technical Services),GERMANY,6005,FALSE
549b504cce9ecd63a105554ce70c6e81,Enterprise,Technical Services,Other (Technical Services),UNITED STATES,4381,TRUE
32b64110f856c238a121f11a5399e13f,Enterprise,Technical Services,Other (Technical Services),UNITED KINGDOM,3338,TRUE
c03ee3a55604e8a18bc053e30b9168c0,Enterprise,Manufacturing,Consumer Products Manufacturing,ITALY,56241,TRUE
8f8b1d1c4d75ab299d5218d1ad57466f,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,CHINA,14218,FALSE
295bc43dcfd76cb3048af7c2134264e1,Enterprise,Manufacturing,Consumer Products Manufacturing,INDIA,125709,FALSE
db486307b6e02f1991f3114c7b71317a,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,16263,TRUE
ea4f8568b7d9a36c5906cd598425c8e9,Commercial,Manufacturing,Hi-tech/Computers Manufacturing,GERMANY,13284,TRUE
b017b703f358616a8ae0badfe241b1b5,Enterprise,Professional Services,Other (Professional Services),FRANCE,239544,FALSE
c0b704a504ea7b673e42ff4d8242bc31,Enterprise,Government,Federal/Central Government,FRANCE,109869,FALSE
bcfaf0cb6c58f9086ab4dbe111b07b66,Enterprise,Manufacturing,Consumer Products Manufacturing,CHINA,5095,FALSE
ff6ce7ab65948d4069d912a585c52147,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,CHINA,18793,TRUE
135896a63726debc061981d077c3fb91,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",GERMANY,25029,FALSE
1190e44bc116d247e963383cb70e8495,Enterprise,Health Care,Providers,UNITED STATES,6856,TRUE
9eabe5332d06f2be2a539700057c5294,Commercial,Health Care,Providers,UNITED STATES,110124,FALSE
4a9ed49be8b0e836c3afc8b1150190f1,Enterprise,Retail,Other (Retail),UNITED STATES,1556,TRUE
86f5f677bd5369dea04b6be78c71d3f9,Enterprise,Retail,Other (Retail),BRAZIL,46851,FALSE
af29205d4ed0f98b4fff020d860ac459,Enterprise,Manufacturing,Discrete Manufacturing,UNITED STATES,21250,FALSE
27d33bcc685ea822404a480806d22b90,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,AUSTRALIA,7395,FALSE
60a06ef0fd74c8c84f99ac66abfafa03,Enterprise,Manufacturing,Consumer Products Manufacturing,JAPAN,6682,TRUE
e4ddd449f7ea251e9d374760a55d80e6,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,11897,TRUE
a31be639bf7d7308d8d965c9f2828362,Commercial,Professional Services,Consulting Non-Technical,UNITED KINGDOM,6597,TRUE
23a238674829f88e8856e5392061dcff,Enterprise,Government,Federal/Central Government,CHINA,7999,FALSE
760e68deb22e360692abd0eaa5b8541c,Enterprise,Government,Federal/Central Government,CANADA,83619,FALSE
3755539e0c783fa7096f16fca73eba16,Enterprise,Technical Services,Other (Technical Services),UNITED KINGDOM,96128,FALSE
71e06aba910249f50c715c7d8e9133ab,Commercial,Technical Services,Other (Technical Services),CANADA,443128,FALSE
925d30ccddf6b33d57c84a86da191bf6,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",GERMANY,3163,FALSE
3f74e9cfc1b92f247a7cbdadfd177426,Enterprise,Health Care,Providers,UNITED STATES,17373,FALSE
659153c025a945c93793bcecd2b70a51,Enterprise,Government,Federal/Central Government,CANADA,488248,TRUE
3598cb27bab3eb13253f8cb7ed9cfb99,Enterprise,Retail,Other (Retail),UNITED STATES,30890,FALSE
548933a2bb4c38dfc3950a592b50135b,Commercial,Government,Federal/Central Government,JAPAN,29603,TRUE
7673e1471fc86449907f54849db5b29b,Enterprise,Manufacturing,Discrete Manufacturing,JAPAN,216877,FALSE
5696f9593d47918c372db8a01f2e5865,Enterprise,Manufacturing,Consumer Products Manufacturing,UNITED STATES,16838,TRUE
cff7e06631651dc8e9165d498a6dfe35,Commercial,Professional Services,Construction/Engineering,UNITED STATES,32475,TRUE
f3ae22b3abef7d37be6259d873ce8a77,Commercial,Professional Services,Consulting Non-Technical,BRAZIL,2175,FALSE
f379d0b229634c18c1034beb80c5b355,Enterprise,Government,Federal/Central Government,UNITED STATES,19192,TRUE
f0a8111aeda765204ec0cc467965446d,Enterprise,Government,Federal/Central Government,UNITED STATES,8952,FALSE
cd3c9444114f2af5404fec4a9b01f099,Enterprise,Technical Services,Other (Technical Services),JAPAN,93582,TRUE
9320e2bbb65fd09c483c0544549ddcd5,Enterprise,Health Care,Providers,UNITED STATES,39070,FALSE
fb93337d0b22d9ec604aac22474d24ae,Commercial,Retail,Other (Retail),GERMANY,32072,TRUE
bd168cc530d9cb3dae9303ec8bfc7ac6,Enterprise,Retail,Other (Retail),JAPAN,12521,FALSE
296d509c477a76641970b9f54fd74d03,Enterprise,Government,Federal/Central Government,JAPAN,37693,TRUE
5dc163470516e864f5ef58d77fbe761b,Commercial,Manufacturing,Discrete Manufacturing,UNITED STATES,3954,FALSE
dc5376a5d8383bc84f48b2de8604242b,Enterprise,Wholesale/Distribution,Wholesale/Distribution,AUSTRALIA,9238,FALSE
adf96ac9e6af7ab80eae028c2885523e,Commercial,Wholesale/Distribution,Wholesale/Distribution,ITALY,40738,FALSE
42a41439a8dc53ef29f9cb83529b019b,Enterprise,Professional Services,Construction/Engineering,FRANCE,1736,FALSE
d9e16861907e887da87e747b05b50806,Commercial,Professional Services,Membership organizations,UNITED STATES,9268,FALSE
e0a6134abd4d5d9b0f0eceb86bb5c06c,Enterprise,Government,Federal/Central Government,BRAZIL,365871,FALSE
6ac95e165f16f6a045c786a190f9cf14,Commercial,Technical Services,Other (Technical Services),UNITED STATES,140962,FALSE
e27c353222eed59605fcb8b4b6edc738,Enterprise,Technical Services,Other (Technical Services),UNITED STATES,1611,TRUE
5887bdef3f65ef29ada6ba56cba3931c,Commercial,Technical Services,Other (Technical Services),UNITED KINGDOM,29261,FALSE
eaa8ec37492e2278e72c4ee12d66ac7d,Enterprise,Professional Services,Other (Professional Services),UNITED STATES,309415,FALSE
c61162846fbcae5050f275f01ce36eb1,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,CHINA,2901,FALSE
a860ffed626fe0d23282e205b095a60e,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,AUSTRALIA,236221,TRUE
e100ce22d84327dec1f1281cf452abc1,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,5085,FALSE
b20456d20034b10ca56fe685ad8111cd,Enterprise,Technical Services,Other (Technical Services),CANADA,20498,TRUE
ab9f04ba88de0c5f955188294455f0d0,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,6183,FALSE
9006185fa5b8182621f253c425e244a8,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,42016,TRUE
b17c2a574f8e212e28696ed87bf4b161,Commercial,Manufacturing,Discrete Manufacturing,GERMANY,4839,TRUE
484822e8229f81911e9ce3e8b7cabd23,Commercial,Professional Services,Other (Professional Services),CANADA,1455,FALSE
8d3953e7c3aafb2e1e5a19afd86bb1ea,Enterprise,Manufacturing,Consumer Products Manufacturing,UNITED STATES,131471,FALSE
50ee12618533c65293c4e570b843c76b,Enterprise,Manufacturing,Discrete Manufacturing,UNITED STATES,22747,FALSE
2593d3f265cbb240f10e5c424a920ba0,Commercial,Retail,"Consumer Services(dry cleaners,video rental,etc)",UNITED STATES,208162,FALSE
af4461056d074aba4b85aaedc030dad8,Enterprise,Health Care,Providers,UNITED STATES,12024,FALSE
f1efe521655cec1ee27aed92c9895a01,Enterprise,Professional Services,Real Estate,CANADA,617772,TRUE
ca765540f79882a097ba706bf0ccedfb,Enterprise,Retail,Other (Retail),UNITED STATES,75440,TRUE
5567cc0d0a2199f43386476e15698022,Enterprise,Government,Federal/Central Government,JAPAN,249228,TRUE
475db8d97ad8e294a33e4f23d2cefc83,Commercial,Manufacturing,Discrete Manufacturing,UNITED STATES,81487,FALSE
2b14e71ef8701eab1e3733dad55f0b0e,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,20292,TRUE
37d11c4bc6e1e847c5dd8cbea1a0b85f,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,3281,TRUE
c8a727f8185f5957d155401b8f001878,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,115953,TRUE
26bc6474b975778dc352807c953965a6,Commercial,Health Care,Providers,UNITED KINGDOM,34936,FALSE
499a7d00f097574abaee79cf181f960e,Enterprise,Government,Federal/Central Government,MEXICO,4722,FALSE
70ac3002e5ed4a18dbbc95df81bb14d1,Enterprise,Government,Federal/Central Government,UNITED STATES,491369,FALSE
bae75570c022afd877edeb28d2313e67,Enterprise,Manufacturing,Discrete Manufacturing,UNITED STATES,5368,FALSE
b8dead832c4afb668dd0261d6d71030c,Commercial,Technical Services,Other (Technical Services),UNITED KINGDOM,1157,TRUE
4c956d38a627e89cbf44c75f61d6380d,Enterprise,Professional Services,Other (Professional Services),UNITED STATES,12862,FALSE
e3f6c3c428fcbcd549098c1b5a07d5cc,Commercial,Manufacturing,Consumer Products Manufacturing,UNITED STATES,139340,TRUE
aa3bf9231efdd13c90e98f94ea4fd79e,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,17305,FALSE
ea69bf0bce12c46111fd4d2ad4aad116,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",CANADA,14540,TRUE
4bd6b00cba85f5386c6d1e3c4e9103c2,Enterprise,Retail,"Consumer Services(dry cleaners,video rental,etc)",UNITED STATES,10099,FALSE
d7d664ed3eca60739b7f62476b9a09ea,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,1738,FALSE
ebad17119863c14c83f8cb244cd86c5c,Enterprise,Health Care,Providers,UNITED STATES,5072,TRUE
4f370ed4e5bb7e545be34bac1c6a9334,Enterprise,Retail,Other (Retail),UNITED STATES,5245,TRUE
1f1f8b67b1dbbbe97990c5c4ac291bca,Commercial,Retail,Other (Retail),UNITED STATES,7731,FALSE
f467ba417086cb49796262b47a2be4e5,Commercial,Manufacturing,Discrete Manufacturing,UNITED STATES,5425,TRUE
87b3d7ddbd4bb93d5123649ea400a3b6,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,38629,FALSE
8dd53389085bf05314077b7394601030,Enterprise,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,5839,TRUE
a7246844b124bd16a23ac44b587601bb,Commercial,Professional Services,Construction/Engineering,JAPAN,15703,TRUE
d3eb81fda3eb8020222dc98fe5112a06,Commercial,Professional Services,Consulting Non-Technical,UNITED STATES,5479,FALSE
7e9de2cae47d42b828eb2e256172d4d8,Commercial,Government,Federal/Central Government,AUSTRALIA,11384,FALSE
0151803db1ac7159a5f41797524d40b8,Enterprise,Technical Services,Other (Technical Services),INDIA,24479,FALSE
1dd09c758f4f65499409f4eb7b2345e0,Commercial,Technical Services,Other (Technical Services),UNITED STATES,21862,FALSE
5185f574fecb8b2de63c958b203ecd66,Enterprise,Government,Federal/Central Government,CHINA,10161,FALSE
0bd09d549582eb9396bc0b0d8a34838b,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",FRANCE,3074,FALSE
92b1cd104bf492713382fcfcddef058f,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,1250,TRUE
f9aa4b82169be09e5e3c4b647bd1ea49,Commercial,Retail,"Consumer Services(dry cleaners,video rental,etc)",UNITED STATES,10865,FALSE
5f082385f9ed91c1f1d0a87050ff73c4,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,4680,TRUE
fa7a6704540f0965fc10b2e236d5b6d0,Commercial,Manufacturing,Consumer Products Manufacturing,GERMANY,1713,FALSE
da4273794b0fa9d84cc8fbf85610a56b,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,15562,TRUE
703975c428af6bfa050ca189b5c28b81,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",GERMANY,19298,TRUE
18f462be647841e8dabcc9f9a5012280,Enterprise,Retail,"Consumer Services(dry cleaners,video rental,etc)",UNITED STATES,6827,FALSE
eeddc7976f258604c8d731708369f829,Enterprise,Professional Services,Other (Professional Services),UNITED STATES,602545,FALSE
4fb24a7a28501cb9f5a1685c9343c41b,Commercial,Technical Services,Other (Technical Services),GERMANY,5998,TRUE
a9455c0f3a9b91f53cad5643f91571fb,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",GERMANY,442047,FALSE
d0fc2e4792cd4850111c0fdc27c34dae,Enterprise,Manufacturing,Consumer Products Manufacturing,BRAZIL,28009,FALSE
b1f1c17483616030397027f756122b49,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,2008,TRUE
c2ca5bb41b57a389ae99591ce54e3796,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",FRANCE,12475,FALSE
5eb460f79f1b6bed779f257d2d5ea3d0,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,62799,TRUE
01a6989ca328f4762440460ae4608160,Commercial,Health Care,Providers,BRAZIL,48204,FALSE
e0f74394dcc1b381c8a1bda5d11befc0,Enterprise,Professional Services,Consulting Non-Technical,UNITED STATES,13439,FALSE
3369f0cd5f50aa1f8b7cff0b1dbb7ba1,Enterprise,Professional Services,Real Estate,UNITED STATES,10751,FALSE
441b118b9f88f6f7f7c744b149f766c4,Enterprise,Retail,Other (Retail),JAPAN,4255,TRUE
e506a6477c724caef9577e733b0b76f7,Enterprise,Technical Services,Other (Technical Services),CANADA,64613,TRUE
f082f2b48e600195d75a8b741a44da8c,Commercial,Manufacturing,Discrete Manufacturing,GERMANY,12470,FALSE
dd281d9b45fe52396c83f0268cffc1da,Commercial,Professional Services,Construction/Engineering,UNITED STATES,5270,FALSE
fc6dac825dcb098512288d33d796574f,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,FRANCE,1761,FALSE
538b9f41a7bfc2678a9437319735e49d,Commercial,Professional Services,Consulting Non-Technical,UNITED STATES,84591,FALSE
1bd69e9feaba5fc290e6e308c40cd80f,Commercial,Professional Services,Membership organizations,UNITED STATES,189948,TRUE
41976ad682e1cc03093cd3821fb25a8d,Enterprise,Government,Federal/Central Government,UNITED STATES,47150,FALSE
0e827eef9f21015df7fbd0458d2c8a6f,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,172349,TRUE
e229938068b0acfc826e0551b4abad67,Commercial,Health Care,Providers,UNITED STATES,86176,FALSE
3d01ff09cbc14f7f4d489a470110734b,Commercial,Professional Services,Real Estate,UNITED STATES,363022,FALSE
4b010d1dff4a75cb28df261d1dbd3158,Commercial,Retail,Other (Retail),UNITED STATES,6688,FALSE
ab1770a0e771d37f91ae4439c453a06d,Commercial,Retail,Other (Retail),MEXICO,70734,FALSE
69b19657df20889d32739e160f6d6214,Commercial,Retail,Other (Retail),UNITED STATES,9313,TRUE
18dd261dfc126609ce379f14463ee79c,Commercial,Health Care,Providers,UNITED STATES,51108,TRUE
edd532c1edf0c3599f13d3b2bb54bd2e,Commercial,Health Care,Providers,UNITED STATES,4041,FALSE
fbdfbd1e3695f7ed1e9468d8f6625719,Commercial,Professional Services,Real Estate,GERMANY,6121,TRUE
3c01a46f7dba307a0306cd588c9b5528,Enterprise,Manufacturing,Discrete Manufacturing,AUSTRALIA,283335,TRUE
d37b01c4a10f04978b000b065b85759a,Enterprise,Wholesale/Distribution,Wholesale/Distribution,CHINA,20828,FALSE
1de1a914b2ba978204ddd004ed40eed5,Enterprise,Retail,"Consumer Services(dry cleaners,video rental,etc)",UNITED STATES,1467,FALSE
2c1037464cd68020bc1081cfcfe00708,Commercial,Professional Services,Construction/Engineering,UNITED STATES,6708,TRUE
b6bdef7ffed30a85e30e603592a04ccc,Commercial,Professional Services,Membership organizations,CANADA,3385,FALSE
e9098297c5ebb5e844a0e13089663cdf,Enterprise,Government,Federal/Central Government,INDIA,8432,FALSE
ac4b7be2a891cb077e318594e9b10fbf,Commercial,Technical Services,Other (Technical Services),UNITED STATES,88114,TRUE
4b3d075c878230f15e11ace5f1e1c321,Enterprise,Professional Services,Other (Professional Services),UNITED KINGDOM,1329,FALSE
